Manager,Owner,Market,Submarket,Property Name,Address,City,State,ZIP,Units,Manage v. OWN and manage
Greystar,Greystar Management,Houston - East,20 - Kingwood,Town Center Crossing,2727 Bens Branch Drive,Kingwood,TX,77339,518,OWN and Manage
Greystar,Greystar Management,Houston - East,27 - Galveston,Village by the Sea,6424 Central City Blvd,Galveston,TX,77551,241,OWN and Manage
Greystar,Greystar Management,Houston - West,1 - West End/Downtown,2900 West Dallas,2900 West Dallas Street,Houston,TX,77019,431,OWN and Manage
Greystar,Greystar Management,Houston - West,1 - West End/Downtown,Art House Sawyer Yards,2121 Edwards Street,Houston,TX,77007,334,OWN and Manage
Greystar,Greystar Management,Houston - West,1 - West End/Downtown,Jackson Hill,320 Jackson Hill,Houston,TX,77007,316,OWN and Manage
Greystar,Greystar Management,Houston - West,1 - West End/Downtown,"Oliver, The",2305 Summer Street,Houston,TX,77007,211,OWN and Manage
Greystar,Greystar Management,Houston - West,2 - The Heights,Ellison Heights,510 West 20th Street,Houston,TX,77008,152,OWN and Manage
Greystar,Greystar Management,Houston - West,2 - The Heights,Foundry on 19th,555 West 19th Street,Houston,TX,77008,284,OWN and Manage
Greystar,Greystar Management,Houston - West,3 - Museum District,Latitude Med Center,1850 Old Main Street,Houston,TX,77030,375,OWN and Manage
Greystar,Greystar Management,Houston - West,6 - River Oaks,"Park at River Oaks, The",3121 Buffalo Speedway,Houston,TX,77098,299,OWN and Manage
Greystar,Greystar Management,Houston - West,6 - River Oaks,"Village at West University, The",5151 Edloe Street,Houston,TX,77005,419,OWN and Manage
Greystar,Greystar Management,Houston - West,9 - Piney Point Village - north,"Creole on Yorktown, The",2400 Yorktown,Houston,TX,77056,540,OWN and Manage
Greystar,Greystar Management,Houston - West,10 - Hunters Creek,"Post Oak at Woodway, The",99 North Post Oak Lane,Houston,TX,77024,216,OWN and Manage
Greystar,Greystar Management,Houston - West,14 - Missouri City,Ltd. Med Center,12806 Buffalo Speedway,Houston,TX,77045,378,OWN and Manage
Greystar,Greystar Management,Houston - West,16 - Sugar Land - west,Avana Sugar Land,15270 Voss Road,Sugar Land,TX,77498,240,OWN and Manage
Greystar,Greystar Management,Houston - West,16 - Sugar Land - west,Overture Sugar Land,850 Imperial Blvd,Sugar Land,TX,77498,200,OWN and Manage
Greystar,Greystar Management,Houston - West,19 - Addicks,Avana Eldridge,1415 Eldridge Pkwy,Houston,TX,77077,668,OWN and Manage
Greystar,Greystar Management,Houston - West,19 - Addicks,"Park on Memorial, The",14855 Memorial Drive,Houston,TX,77079,334,OWN and Manage
Greystar,Greystar Management,Houston - West,21 - Bear Creek Park,"Grove at Wilcrest, The",11070 Katy Fwy,Houston,TX,77043,360,OWN and Manage
Greystar,Greystar Management,Houston - West,22 - Jersey Village/Salsuma,Birchway Perry Road,13611 Perry Road,Houston,TX,77070,462,OWN and Manage
Greystar,Greystar Management,Houston - West,24 - Louetta,Birchway Spring Cypress,19101 Kuykendahl Road,Spring,TX,77379,420,OWN and Manage
Greystar,Greystar Management,Houston - West,25 - Richmond,Elan Harvest Green,3424 Harvest Bounty Drive,Richmond,TX,77406,348,OWN and Manage
Greystar,Greystar Management,Houston - West,25 - Richmond,Silos Harvest Green,3502 Harvest Bounty Drive,Richmond,TX,77406,372,OWN and Manage
Greystar,Greystar Management,Houston - West,29 - Cinco Ranch - north,Summerwell Sunterra,27064 Beach Ball Drive,Katy,TX,77493,156,OWN and Manage
Greystar,Greystar Management,Inland Empire,2 - Rancho Cucamonga,Avana Rancho Cucamonga,10400 Arrow Route,Rancho Cucamonga,CA,91730,624,OWN and Manage
Greystar,Greystar Management,Inland Empire,2 - Rancho Cucamonga,Elate Rancho Cucamonga,9400 Fairway View Place,Rancho Cucamonga,CA,91730,264,OWN and Manage
Greystar,Greystar Management,Inland Empire,14 - West Riverside,Overture Riverwalk,4725 Sierra Vista Avenue,Riverside,CA,92505,204,OWN and Manage
Greystar,Greystar Management,Inland Empire,14 - West Riverside,Viano at Riverwalk,4655 Sierra Vista Avenue,Riverside,CA,92505,264,OWN and Manage
Greystar,Greystar Management,Inland Empire,16 - Corona,Avana Springs,650 Ebbcreek Drive,Corona,CA,92878,320,OWN and Manage
Greystar,Greystar Management,Inland Empire,22 - Palm Desert/La Quinta,Everleigh Palm Desert,40445 Portola Avenue,Palm Desert,CA,92260,161,OWN and Manage
Greystar,Greystar Management,Inland Empire,24 - Coachella,Summerwell La Quinta,55150 Monroe Street,La Quinta,CA,92253,240,OWN and Manage
Greystar,Greystar Management,Inland Empire,28 - Murrieta/Temecula,Marlowe Temecula,41461 Buecking Drive,Temecula,CA,92590,260,OWN and Manage
Greystar,,Inland Empire,28 - Murrieta/Temecula,"Terraces Phase II, The",25325 Jackson Avenue,Murrieta,CA,92562,247,OWN and Manage
Greystar,,Inland Empire,28 - Murrieta/Temecula,"Terraces, The",25325 Jackson Avenue,Murrieta,CA,92562,652,OWN and Manage
Greystar,Block Multifamily Group,Kansas City,36 - Overland Park - southeast,Centennial Park,12000 Hayes Street,Overland Park,KS,66213,170,OWN and Manage
Greystar,Greystar Management,Knoxville,4 - Knoxville - West,Union Knoxville,2136 Cumberland Avenue,Knoxville,TN,37916,254,OWN and Manage
Greystar,Greystar Management,Lansing - Ann Arbor,4 - East Lansing,Campus Village,1151 Michigan Avenue,East Lansing,MI,48823,106,OWN and Manage
Greystar,Greystar Management,Lansing - Ann Arbor,4 - East Lansing,SkyVue,3165 East Michigan Avenue,Lansing,MI,48912,337,OWN and Manage
Greystar,Greystar Management,Lansing - Ann Arbor,15 - Ann Arbor - central,Landmark,1300 South University Avenue,Ann Arbor,MI,48104,173,OWN and Manage
Greystar,Greystar Management,Lansing - Ann Arbor,15 - Ann Arbor - central,"Varsity Ann Arbor, The",425 East Washington Street,Ann Arbor,MI,48104,181,OWN and Manage
Greystar,Greystar Management,Las Vegas,7 - Las Vegas - Summerlin,Destinations Pueblo,8600 Scholar Lane,Las Vegas,NV,89128,242,OWN and Manage
Greystar,Greystar Management,Las Vegas,8 - Las Vegas - Northwest,Marlowe Centennial Hills,8550 West Deer Springs Way,Las Vegas,NV,89149,257,OWN and Manage
Greystar,Greystar Management,Las Vegas,10 - North Las Vegas - West,Destinations Alexander,3949 West Alexander Road,North Las Vegas,NV,89032,472,OWN and Manage
Greystar,Greystar Management,Las Vegas,16 - University District,Birchway Tropicana,1635 East Tropicana Avenue,Las Vegas,NV,89119,285,OWN and Manage
Greystar,Greystar Management,Las Vegas,18 - Paradise - South,Destinations Pebble,1450 East Pebble Road,Las Vegas,NV,89123,416,OWN and Manage
Greystar,Greystar Management,Las Vegas,18 - Paradise - South,Marlowe South Las Vegas,11210 South Las Vegas Blvd,Las Vegas,NV,89183,324,OWN and Manage
Greystar,Greystar Management,Las Vegas,20 - Spring Valley - East,Destinations Spring Valley,3925 South Jones Blvd,Las Vegas,NV,89103,271,OWN and Manage
Greystar,Greystar Management,Las Vegas,23 - Henderson,Album Union Village,1100 Wellness Place,Henderson,NV,89011,166,OWN and Manage
Greystar,Greystar Management,Long Island,29 - Port Jefferson,"Vistas of Port Jefferson, The",588 North Bicycle Path,Port Jefferson Station,NY,11776,244,OWN and Manage
Greystar,,Los Angeles - Eastern County,2 - Pomona,Lanterman,3530 Pomona Blvd,Pomona,CA,91768,100,OWN and Manage
Greystar,Greystar Management,Los Angeles - Eastern County,17 - SW Long Beach,200 West Ocean,200 West Ocean Blvd,Long Beach,CA,90802,106,OWN and Manage
Greystar,Greystar Management,Los Angeles - Eastern County,17 - SW Long Beach,Avana on Pine,250 Pacific Avenue,Long Beach,CA,90802,211,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,1 - Downtown Los Angeles,AMP Lofts,695 South Santa Fe Avenue,Los Angeles,CA,90021,320,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,7 - Mid Wilshire West,Avana on Wilshire,635 South Hobart Blvd,Los Angeles,CA,90005,159,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,8 - Park La Brea South,Desmond at Wilshire,5520 Wilshire Blvd,Los Angeles,CA,90036,175,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,14 - Hollywood Hills West,Rae on Sunset,7566 Sunset Blvd,Los Angeles,CA,90046,200,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,24 - Marina Del Rey,Neptune Marina,14126 Marquesas Way,Marina Del Rey,CA,90292,526,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,25 - Mar Vista,Forty55 Lofts,4055 Redwood Avenue,Marina Del Rey,CA,90066,140,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,26 - Culver City,Access Culver City,8770 Washington Blvd,Culver City,CA,90232,115,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,28 - Adams-Normandie - Hoover,Tuscany,3770 South Figueroa Street,Los Angeles,CA,90007,120,OWN and Manage
Greystar,Greystar Management,Los Angeles - Metro,39 - Rolling Hills-Palos Verdes,Avana Rancho Palos Verdes,6600 Beachview Drive,Rancho Palos Verdes,CA,90275,215,OWN and Manage
Greystar,Greystar Management,Madison,1 - Madison - Downtown,Hub on Campus Madison,437 North Frances Street,Madison,WI,53703,313,OWN and Manage
Greystar,Greystar Management,Manhattan,19 - Chelsea,"Chelsea, The",160 West 24th Street,New York,NY,10011,204,OWN and Manage
Greystar,Greystar Management,Manhattan,23 - NoMad,800 Sixth,800 6th Avenue,New York,NY,10001,266,OWN and Manage
Greystar,Greystar Management,Miami,2 - Miami - Brickell,SoMa at Brickell,145 SW 13th Street,Miami,FL,33130,418,OWN and Manage
Greystar,Greystar Management,Miami,19 - Miami Lakes,Avana at the Moors,6200 NW 173rd Street,Hialeah,FL,33015,358,OWN and Manage
Greystar,Greystar Management,Miami,24 - Doral,Overture Doral,4720 NW 85th Avenue,Doral,FL,33166,198,OWN and Manage
Greystar,Greystar Management,Mississippi State University,1 - Mississippi State University,College View,385 College View Drive,Starkville,MS,39759,288,OWN and Manage
Greystar,Greystar Management,Nashville,1 - Nashville - Downtown,Harlowe,908 Division Street,Nashville,TN,37203,298,OWN and Manage
Greystar,Greystar Management,Nashville,7 - Nashville - Vanderbilt,Fallyn,110 19th Avenue South,Nashville,TN,37203,347,OWN and Manage
Greystar,Greystar Management,Nashville,8 - Nashville - Woodbine,Avana South Oaks,100 Antioch Pike,Nashville,TN,37211,323,OWN and Manage
Greystar,Greystar Management,Nashville,14 - Nashville - Southwest,Avana Bellevue,2100 Waterford Circle,Nashville,TN,37221,180,OWN and Manage
Greystar,Greystar Management,Nashville,14 - Nashville - Southwest,Avana Lexington,510 Old Hickory Blvd,Nashville,TN,37209,598,OWN and Manage
Greystar,Greystar Management,Nashville,16 - Nashville - South,Avana Collins Creek,1157 Bell Road,Antioch,TN,37013,510,OWN and Manage
Greystar,Greystar Management,Nashville,17 - Nashville - Southeast,Avana Overlook,727 Bell Road,Antioch,TN,37013,452,OWN and Manage
Greystar,Greystar Management,Nashville,18 - Nashville - Madison,Birchway Rivergate,110 One Mile Pkwy,Madison,TN,37115,384,OWN and Manage
Greystar,Greystar Management,Nashville,18 - Nashville - Madison,Station A,1401 Gallatin Pike North,Madison,TN,37115,292,OWN and Manage
Greystar,Greystar Management,Nashville,28 - Smyma,Elan Smyrna,200 Carriage House Drive,Smyrna,TN,37167,354,OWN and Manage
Greystar,,Nashville,28 - Smyma,Elan Smyrna Phase II,200 Carriage House Drive,Smyrna,TN,37167,100,OWN and Manage
Greystar,Greystar Management,New Jersey - Central,21 - New Brunswick/Highland Park,SoCam 290,290 George Street,New Brunswick,NJ,8901,233,OWN and Manage
Greystar,Greystar Management,New Jersey - Northern,34 - Hoboken,Observer Park,51 Garden Street,Hoboken,NJ,7030,115,OWN and Manage
Greystar,Greystar Management,North Central Florida,2 - Daytona Beach - North,Marlowe Tomoka Village,100 Windflower Lane,Daytona Beach,FL,32117,360,OWN and Manage
Greystar,,North Central Florida,2 - Daytona Beach - North,Marlowe Tomoka Village Phase II,100 Windflower Lane,Daytona Beach,FL,32117,330,OWN and Manage
Greystar,Greystar Management,Northern Virginia,11 - Bailey's Crossing,Bailey's Crossing,3602 South 14th Street,Alexandria,VA,22302,414,OWN and Manage
Greystar,Greystar Management,Northern Virginia,13 - Arlington Heights/Clarendon,"Commodore, The",2055 15th Street,Arlington,VA,22201,423,OWN and Manage
Greystar,Greystar Management,Northern Virginia,15 - Fort Myers Heights/Radnor,"Wendy, The",2025 Clarendon Blvd,Arlington,VA,22201,231,OWN and Manage
Greystar,Greystar Management,Northern Virginia,17 - Lee Highway/McLean,"Lofts at Parkcrest, The",8210 Crestwood Heights Drive,McLean,VA,22102,131,OWN and Manage
Greystar,Greystar Management,Northern Virginia,17 - Lee Highway/McLean,Nouvelle,7911 Westpark Drive,McLean,VA,22102,461,OWN and Manage
Greystar,Greystar Management,Northern Virginia,24 - Dale City/Lorton/Woodbridge,Avana Stoney Ridge,14397 Westminister Lane,Woodbridge,VA,22193,264,OWN and Manage
Greystar,Greystar Management,Northern Virginia,29 - Bull Run/Centreville/Chantilly,Overture Fair Ridge,3955 Fair Ridge Drive,Fairfax,VA,22033,200,OWN and Manage
Greystar,Greystar Management,Northern Virginia,32 - Herndon/Reston,EXO,1897 Oracle Way,Reston,VA,20190,457,OWN and Manage
Greystar,Greystar Management,Northern Virginia,33 - Ashburn/Dulles/Sterling,Wyatt,23550 Innovation Avenue,Sterling,VA,20166,396,OWN and Manage
Greystar,Greystar Management,Northern Virginia,34 - Gainesville/Leesburg,Avana Bellemeade,775 Gateway Drive SE,Leesburg,VA,20175,316,OWN and Manage
Greystar,Greystar Management,Northern Virginia,34 - Gainesville/Leesburg,Avana Fieldstone,703 Clark Court NE,Leesburg,VA,20176,384,OWN and Manage
Greystar,Greystar Management,Orange County,2 - Tustin,"Row at Red Hill, The",2010 East Warner Avenue,Santa Ana,CA,92705,1100,OWN and Manage
Greystar,Greystar Management,Orange County,3 - West Irvine,Calypso,2801 Alton Pkwy,Irvine,CA,92606,177,OWN and Manage
Greystar,Greystar Management,Orange County,6 - Costa Mesa,Blue Sol,421 Bernard Street,Costa Mesa,CA,92627,113,OWN and Manage
Greystar,Greystar Management,Orange County,8 - Huntington Beach,Luce,7290 Edinger Avenue,Huntington Beach,CA,92647,510,OWN and Manage
Greystar,Greystar Management,Orange County,14 - South Orange County,Everleigh San Clemente,515 Avenida Vaquero,San Clemente,CA,92672,150,OWN and Manage
Greystar,,Orlando,24 - Hunter's Creek,Sunterra Resorts,8650 10th Avenue,Orlando,FL,32824,380,OWN and Manage
Greystar,Greystar Management,Orlando,25 - Lake Bryan,Avana Parkway,6820 Axis West Circle,Orlando,FL,32821,268,OWN and Manage
Greystar,Greystar Management,Orlando,26 - Lake Buena Vista,Overture Dr. Phillips,6410 Sand Lake Sound Road,Orlando,FL,32819,185,OWN and Manage
Greystar,Greystar Management,Orlando,29 - Winter Garden,Elan Crown Point,2285 Crown Village Road,Ocoee,FL,34761,315,OWN and Manage
Greystar,Greystar Management,Orlando,30 - Apopka,Summerwell Avian Pointe,2607 Harrier Court,Apopka,FL,32703,174,OWN and Manage
Greystar,Greystar Management,Orlando,37 - University Park,"Accolade Collegiate Village East, The",12180 Collegiate Way,Orlando,FL,32817,172,OWN and Manage
Greystar,Greystar Management,Orlando,37 - University Park,"Accolade Collegiate Village West, The",2525 Paseo Park Road,Orlando,FL,32817,366,OWN and Manage
Greystar,Greystar Management,Orlando,49 - Osceola County - North,Marlowe Live Oak,5476 Angel Way Street,St. Cloud,FL,34771,300,OWN and Manage
Greystar,,Penn State,1 - Penn State,East College Avenue & University Drive,Hastings Road & University Drive,State College,PA,16801,500,OWN and Manage
Greystar,Greystar Management,Philadelphia - Suburban,5 - Feasterville - Langhorne,Heathergate at Oxford Valley,8101 FontHill Court,Langhorne,PA,19047,202,OWN and Manage
Greystar,,Philadelphia - Suburban,9 - King of Prussia,720 Vandenburg Road,720 Vandenburg Road,King of Prussia,PA,19406,205,OWN and Manage
Greystar,,Philadelphia - Suburban,19 - Exton - Malvern,Great Valley Gateway,351 Old Morehall Road,Malvern,PA,19355,400,OWN and Manage
Greystar,Greystar Management,Philadelphia - Suburban,59 - Cecil County,Boulden at Southfields,1001 Innovation Drive,Elkton,MD,21921,330,OWN and Manage
Greystar,Greystar Management,Philadelphia - Urban,2 - Center City - east,Jessup House,1134 Sansom Street,Philadelphia,PA,19107,399,OWN and Manage
Greystar,Greystar Management,Phoenix,4 - Phoenix - South,Avana Cordoba,4520 East Baseline Road,Phoenix,AZ,85042,352,OWN and Manage
Greystar,Greystar Management,Phoenix,12 - Phoenix - Sunnyslope,Avana at the Pointe,888 East Clinton,Phoenix,AZ,85020,424,OWN and Manage
Greystar,Greystar Management,Phoenix,16 - Phoenix - Paradise Valley Village,Azur,20700 North 55th Street,Phoenix,AZ,85054,348,OWN and Manage
Greystar,Greystar Management,Phoenix,16 - Phoenix - Paradise Valley Village,Overture Kierland,7170 East Tierra Buena Lane,Scottsdale,AZ,85254,170,OWN and Manage
Greystar,Greystar Management,Phoenix,16 - Phoenix - Paradise Valley Village,Sunela,20600 North 55th Street,Phoenix,AZ,85054,272,OWN and Manage
Greystar,Greystar Management,Phoenix,19 - Scottsdale - North,Overture North Scottsdale,15024 North 90th Street,Scottsdale,AZ,85260,152,OWN and Manage
Greystar,Greystar Management,Phoenix,22 - Tempe - North,Gateway at Tempe,1655 East University Drive,Tempe,AZ,85288,288,OWN and Manage
Greystar,Greystar Management,Phoenix,22 - Tempe - North,Union Tempe,712 South Forest Avenue,Tempe,AZ,85281,407,OWN and Manage
Greystar,Greystar Management,Phoenix,23 - Tempe - South,Avana Tempe,30 West Carter Drive,Tempe,AZ,85282,376,OWN and Manage
Greystar,Greystar Management,Phoenix,27 - Chandler,Avana Chandler,3800 West Chandler Blvd,Chandler,AZ,85226,316,OWN and Manage
Greystar,Greystar Management,Phoenix,27 - Chandler,Avana Coronado,700 North Coronado Street,Chandler,AZ,85224,321,OWN and Manage
Greystar,Greystar Management,Phoenix,27 - Chandler,Avana River Ranch,6152 West Oakland Street,Chandler,AZ,85226,188,OWN and Manage
Greystar,Greystar Management,Phoenix,28 - Gilbert,Album Cooley Station,2660 South Recker Road,Gilbert,AZ,85295,204,OWN and Manage
Greystar,Greystar Management,Phoenix,28 - Gilbert,Avana Gilbert,3225 East Baseline Road,Gilbert,AZ,85234,341,OWN and Manage
Greystar,Greystar Management,Phoenix,33 - Peoria,Marlowe,8165 West Whitney Drive,Peoria,AZ,85345,370,OWN and Manage
Greystar,,Phoenix,33 - Peoria,Peoria Place,Cotton Crossing & Grand Avenue,Peoria,AZ,85345,100,OWN and Manage
Greystar,Greystar Management,Phoenix,33 - Peoria,Summerwell Peoria Place,7951 West Whitney Drive,Peoria,AZ,85345,255,OWN and Manage
Greystar,Greystar Management,Phoenix,34 - Surprise,Album Surprise,16431 North Parkview Place,Surprise,AZ,85374,161,OWN and Manage
